Locutor,texto_procesado,Sarcasmo,matches,corrections,corrected,tokens,lemma,pos,sents,ner,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,processed_text,Variable,Variable,Variable
archer,Todo tiene su lógica,0,[],0,Todo tiene su lógica,"['Todo', 'tiene', 'su', 'lógica']","['todo', 'tener', 'su', 'lógica']","['PRON', 'VERB', 'DET', 'NOUN']",['Todo tiene su lógica'],[],4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,tener,,,
stan,Quiero saber cuánto ofrece por esta corbata de oro y diamantes,0,[],0,Quiero saber cuánto ofrece por esta corbata de oro y diamantes,"['Quiero', 'saber', 'cuánto', 'ofrece', 'por', 'esta', 'corbata', 'de', 'oro', 'y', 'diamantes']","['querer', 'saber', 'cuánto', 'ofrecer', 'por', 'este', 'corbata', 'de', 'oro', 'y', 'diamante']","['VERB', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN']",['Quiero saber cuánto ofrece por esta corbata de oro y diamantes'],[],11,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,1,0,0,0,0,querer saber corbata diamante,,,
randy,"¡Sí, Sí, wohoo!",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['moho', 'mohos', 'bohío', 'mohoso', 'Bohoyo', 'Bozoó', 'Ohio', 'Soho', 'Wood', 'cohobo', 'cohobó', 'kohol', 'wólof', 'Yahoo'], 'offsetInContext': 9, 'context': '¡Sí, Sí, wohoo!', 'offset': 9, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': '¡Sí, Sí, wohoo!'})]",1,"¡Sí, Sí, moho!","['¡', 'Sí', ',', 'Sí', ',', 'moho', '!']","['¡', 'Sí', ',', 'Sí', ',', 'moho', '!']","['PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT']","['¡Sí, Sí, moho!']","['Sí, moho!']",7,5,7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,
krieger,Esperad. No os ha parecido Archer un poco asustado?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿No'], 'offsetInContext': 9, 'context': 'Esperad. No os ha parecido Archer un poco asustado?...', 'offset': 9, 'errorLength': 2, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'No os ha parecido Archer un poco asustado?'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Archero', 'Árchez'], 'offsetInContext': 27, 'context': 'Esperad. No os ha parecido Archer un poco asustado?', 'offset': 27, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'No os ha parecido Archer un poco asustado?'})]",2,Esperad. ¿No os ha parecido Archero un poco asustado?,"['Esperad', '.', '¿', 'No', 'os', 'ha', 'parecido', 'Archero', 'un', 'poco', 'asustado', '?']","['esperad', '.', '¿', 'no', 'tú', 'haber', 'parecer', 'Archero', 'uno', 'poco', 'asustado', '?']","['INTJ', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'AUX', 'VERB', 'PROPN', 'DET', 'ADV', 'ADJ', 'PUNCT']","['Esperad.', '¿No os ha parecido Archero un poco asustado?']",['Archero'],12,12,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,1,haber parecer archero,,,
archer,"Bueno, de allí vamos, Conway, procura parecerse presidencia. Y Lana que parezcas eso, una señora, lo has gordado",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cuenta', 'Contar', 'Cuenca', 'Cuentan', 'Cuencas', 'Cuentas', 'Convoy', 'Condal', 'Bonsái', 'Conga', 'Congas', 'Coñac', 'Coña', 'Contad', 'Contáis', 'Cona', 'Conchi', 'Coni', 'Conkal', 'Consi', 'Cunday', 'Jonay', 'Monday', 'Conca', 'Concas', 'Congal', 'Contal', 'Contá', 'Contás', 'Coñas', 'Coñea', 'Coñead', 'Coñean', 'Coñear', 'Coñeas', 'Coñeá', 'Coñeáis', 'Coñeás', 'Coñá', 'Coñás', 'Cuenda', 'Cuendas'], 'offsetInContext': 22, 'context': 'Bueno, de allí vamos, Conway, procura parecerse presidencia. Y Lana ...', 'offset': 22, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Bueno, de allí vamos, Conway, procura parecerse presidencia.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['bordado', 'jordano', 'cordado', 'jorrado', 'gorda do'], 'offsetInContext': 43, 'context': '...na que parezcas eso, una señora, lo has gordado', 'offset': 105, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Y Lana que parezcas eso, una señora, lo has gordado'})]",2,"Bueno, de allí vamos, Cuenta, procura parecerse presidencia. Y Lana que parezcas eso, una señora, lo has bordado","['Bueno', ',', 'de', 'allí', 'vamos', ',', 'Cuenta', ',', 'procura', 'parecerse', 'presidencia', '.', 'Y', 'Lana', 'que', 'parezcas', 'eso', ',', 'una', 'señora', ',', 'lo', 'has', 'bordado']","['bueno', ',', 'de', 'allí', 'ir', ',', 'contar', ',', 'procurar', 'parecer él', 'presidencia', '.', 'y', 'Lana', 'que', 'parezca', 'ese', ',', 'uno', 'señora', ',', 'él', 'haber', 'bordar']","['INTJ', 'PUNCT', 'ADP', 'ADV', 'VERB', 'PUNCT', 'VERB', 'PUNCT', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'SCONJ', 'ADJ', 'PRON', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB']","['Bueno, de allí vamos, Cuenta, procura parecerse presidencia.', 'Y Lana que parezcas eso, una señora, lo has bordado']",['Y Lana'],24,20,17,2,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1,1,1,1,0,0,1,"bueno, parecer haber",,,
archer,"Tranquilo. No, joder, no tengo testamento",0,[],0,"Tranquilo. No, joder, no tengo testamento","['Tranquilo', '.', 'No', ',', 'joder', ',', 'no', 'tengo', 'testamento']","['Tranquilo', '.', 'no', ',', 'joder', ',', 'no', 'tener', 'testamento']","['PROPN', 'PUNCT', 'ADV', 'PUNCT', 'PROPN', 'PUNCT', 'ADV', 'VERB', 'NOUN']","['Tranquilo.', 'No, joder, no tengo testamento']","['Tranquilo', 'No, joder']",9,8,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,tener,,,
cartman,"Me duelen los brazos... Levanta el puto cartél, esto es un negocio",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['cartel', 'cártel', 'cuartel', 'cárcel', 'cartela', 'cárter', 'carteó', 'cartea', 'carteo', 'Carter', 'Cartes', 'Martel', 'artel', 'cantel', 'carel', 'carmel', 'cartee', 'carteá', 'carteé'], 'offsetInContext': 43, 'context': '...Me duelen los brazos... Levanta el puto cartél, esto es un negocio', 'offset': 40, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Levanta el puto cartél, esto es un negocio'})]",1,"Me duelen los brazos... Levanta el puto cartel, esto es un negocio","['Me', 'duelen', 'los', 'brazos', '...', 'Levanta', 'el', 'puto', 'cartel', ',', 'esto', 'es', 'un', 'negocio']","['yo', 'doler', 'el', 'brazo', '...', 'Levanta', 'el', 'puto', 'cartel', ',', 'este', 'ser', 'uno', 'negocio']","['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN']","['Me duelen los brazos...', 'Levanta el puto cartel, esto es un negocio']",[],14,14,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,3,1,0,0,0,,,,
kyle,No podemos,0,[],0,No podemos,"['No', 'podemos']","['no', 'poder']","['ADV', 'AUX']",['No podemos'],[],2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,poder,,,
malory,Y ya que eres la única de aquí que odia a los niños,0,[],0,Y ya que eres la única de aquí que odia a los niños,"['Y', 'ya', 'que', 'eres', 'la', 'única', 'de', 'aquí', 'que', 'odia', 'a', 'los', 'niños']","['y', 'ya', 'que', 'ser', 'el', 'único', 'de', 'aquí', 'que', 'odiar', 'a', 'el', 'niño']","['CCONJ', 'ADV', 'SCONJ', 'AUX', 'DET', 'ADJ', 'ADP', 'ADV', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN']",['Y ya que eres la única de aquí que odia a los niños'],[],13,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,0,0,,,,
butters,¿Qué es sarcasmo y qué es esperma?,0,[],0,¿Qué es sarcasmo y qué es esperma?,"['¿', 'Qué', 'es', 'sarcasmo', 'y', 'qué', 'es', 'esperma', '?']","['¿', 'qué', 'ser', 'sarcasmo', 'y', 'qué', 'ser', 'esperma', '?']","['PUNCT', 'PRON', 'AUX', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'NOUN', 'PUNCT']",['¿Qué es sarcasmo y qué es esperma?'],['¿Qué es sarcasmo'],9,8,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,sarcasmo,,,
archer,Marchando una empanada familiar,0,[],0,Marchando una empanada familiar,"['Marchando', 'una', 'empanada', 'familiar']","['marchar', 'uno', 'empanada', 'familiar']","['VERB', 'DET', 'NOUN', 'ADJ']",['Marchando una empanada familiar'],[],4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,,,,
las dos,¿La cabeza de quién?,0,[],0,¿La cabeza de quién?,"['¿', 'La', 'cabeza', 'de', 'quién', '?']","['¿', 'el', 'cabeza', 'de', 'quién', '?']","['PUNCT', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']",['¿La cabeza de quién?'],[],6,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,
archer,"Lana, véte, AJ está en buenas manos. Sé lo que hago, he leído diez libros del club de las canguros",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['vete', 'veté', 'bebé', 'beta', 'bote', 'bebe', 'mete', 'bate', 'byte', 'veto', 'veta', 'verte', 'vetó', 'vote', 'rete', 'vate', 'veré', 'bese', 'brete', 'vele', 'vente', 'veste', 'Jete', 'vede', 'besé', 'voté', 'boté', 'reté', 'velé', 'veten', 'Teté', 'befe', 'befé', 'betel', 'dete', 'meté', 'pete', 'peté', 'sete', 'vedé', 'veje', 'vejé', 'veme', 'verté', 'vetea', 'vetee', 'veteo', 'vetes', 'veteá', 'veteé', 'veteó', 'vetá', 'véate', 'óvete'], 'offsetInContext': 6, 'context': 'Lana, véte, AJ está en buenas manos. Sé lo que hag...', 'offset': 6, 'errorLength': 4, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Lana, véte, AJ está en buenas manos.'})]",1,"Lana, vete, AJ está en buenas manos. Sé lo que hago, he leído diez libros del club de las canguros","['Lana', ',', 'vete', ',', 'AJ', 'está', 'en', 'buenas', 'manos', '.', 'Sé', 'lo', 'que', 'hago', ',', 'he', 'leído', 'diez', 'libros', 'del', 'club', 'de', 'las', 'canguros']","['Lana', ',', 'vete', ',', 'AJ', 'estar', 'en', 'buena', 'mano', '.', 'saber', 'él', 'que', 'hacer', ',', 'haber', 'leer', 'diez', 'libro', 'del', 'club', 'de', 'el', 'canguro']","['PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT', 'AUX', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN']","['Lana, vete, AJ está en buenas manos.', 'Sé lo que hago, he leído diez libros del club de las canguros']","['Lana', 'AJ', 'Sé lo que hago']",24,22,13,2,3,3,0,0,0,0,0,0,0,0,0,0,0,4,1,2,4,0,0,1,3,1,0,0,"lana, estar saber haber",,,
archer,Baruk?,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Barak', 'Baruc'], 'offsetInContext': 0, 'context': 'Baruk?', 'offset': 0, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Baruk?'})]",1,Barak?,"['Barak', '?']","['Barak', '?']","['PROPN', 'PUNCT']",['Barak?'],['Barak'],2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
krieger,Oblígame!,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¡’', 'replacements': ['¡Oblígame'], 'offsetInContext': 0, 'context': 'Oblígame!', 'offset': 0, 'errorLength': 8, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Oblígame!'})]",1,¡Oblígame!,"['¡', 'Oblígame', '!']","['¡', 'Oblígame', '!']","['PUNCT', 'INTJ', 'PUNCT']",['¡Oblígame!'],['Oblígame'],3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
malory,"Sterling, el señor",0,[],0,"Sterling, el señor","['Sterling', ',', 'el', 'señor']","['Sterling', ',', 'el', 'señor']","['PROPN', 'PUNCT', 'DET', 'NOUN']","['Sterling, el señor']",['Sterling'],4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,señor,,,
cyril,Ray. ¿Lo ves?,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Hay', 'Rey', 'Fray', 'Rayo', 'RAM', 'Rally', 'Raya', 'RAE', 'Ras', 'Ay', 'Lay', 'Ralla', 'Rayó', 'Rallo', 'Raye', 'Rayé', 'Aray', 'Irai', 'Kai', 'Ra', 'Rafi', 'Rais', 'Rami', 'Roi', 'Roy', 'Rui', 'Gay', 'Gray', 'Jai', 'Rad', 'Rae', 'Raid', 'Rali', 'Ralle', 'Rallá', 'Rallé', 'Ralló', 'Rao', 'Rap', 'Raw', 'Rayá', 'Raé', 'Raí', 'Tai', 'Ra y'], 'offsetInContext': 0, 'context': 'Ray. ¿Lo ves?', 'offset': 0, 'errorLength': 3, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Ray.'})]",1,Hay. ¿Lo ves?,"['Hay', '.', '¿', 'Lo', 'ves', '?']","['haber', '.', '¿', 'él', 'ver', '?']","['AUX', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['Hay.', '¿Lo ves?']",['Lo ves?'],6,6,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,
lana,Lando,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Landó', 'Lado', 'Dando', 'Mando', 'Lanzó', 'Bando', 'Mandó', 'Blando', 'Lanzo', 'Laudo', 'Lindo', 'Lanudo', 'Ando', 'Landa', 'Cando', 'Lardo', 'Lanado', 'Liando', 'Landós', 'Lanío', 'Laño', 'Lindó', 'Loando', 'Lanco', 'Nando', 'Rando', 'Sando', 'Vando', 'Candó', 'Laido', 'Land', 'Lands', 'Lardó', 'Laudó', 'Lañado', 'Lañó', 'Pando', 'Land o'], 'offsetInContext': 0, 'context': 'Lando', 'offset': 0, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Lando'})]",1,Landó,['Landó'],['landar'],['VERB'],['Landó'],['Landó'],1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
slater,"En fin, hasta que encuentren el topo y lo saquen, necesito que hagas canguro",0,[],0,"En fin, hasta que encuentren el topo y lo saquen, necesito que hagas canguro","['En', 'fin', ',', 'hasta', 'que', 'encuentren', 'el', 'topo', 'y', 'lo', 'saquen', ',', 'necesito', 'que', 'hagas', 'canguro']","['en', 'fin', ',', 'hasta', 'que', 'encontrar', 'el', 'topo', 'y', 'él', 'sacar', ',', 'necesitar', 'que', 'hagas', 'canguro']","['ADP', 'NOUN', 'PUNCT', 'ADP', 'SCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'VERB', 'SCONJ', 'VERB', 'ADJ']","['En fin, hasta que encuentren el topo y lo saquen, necesito que hagas canguro']",[],16,14,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,0,1,0,0,0,0,hasta necesitar,,,
archer,"Seguro que sí, en algún momento, pero",0,[],0,"Seguro que sí, en algún momento, pero","['Seguro', 'que', 'sí', ',', 'en', 'algún', 'momento', ',', 'pero']","['seguro', 'que', 'sí', ',', 'en', 'alguno', 'momento', ',', 'pero']","['ADJ', 'SCONJ', 'INTJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ']","['Seguro que sí, en algún momento, pero']",[],9,8,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,"seguro alguno momento,",,,
archer,Qué coño pasa aquí?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Qué'], 'offsetInContext': 0, 'context': 'Qué coño pasa aquí?', 'offset': 0, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Qué coño pasa aquí?'})]",1,¿Qué coño pasa aquí?,"['¿', 'Qué', 'coño', 'pasa', 'aquí', '?']","['¿', 'qué', 'coño', 'pasar', 'aquí', '?']","['PUNCT', 'PRON', 'INTJ', 'VERB', 'ADV', 'PUNCT']",['¿Qué coño pasa aquí?'],[],6,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,pasar,,,
randy,"Vamos, dense palmadas en las espaldas",0,[],0,"Vamos, dense palmadas en las espaldas","['Vamos', ',', 'dense', 'palmadas', 'en', 'las', 'espaldas']","['ir', ',', 'dense', 'palmada', 'en', 'el', 'espalda']","['VERB', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']","['Vamos, dense palmadas en las espaldas']",[],7,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,,,,
todos,Sí,0,[],0,Sí,['Sí'],['sí'],['ADV'],['Sí'],[],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
animador,"Bienvenidos a Rome, donde hablamos de sarcasmobol. No puedo esperar. No puedo esperar para hablar de sarcasmobol porque es tan interesante. Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh. Gracias por estar aquí Randy, estoy feliz de que estés en el programa.",1,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Roma', 'Come', 'Rompe', 'ROM', 'Romeo', 'Tome', 'Roce', 'Robe', 'Role', 'Romo', 'Tomé', 'Romea', 'Dome', 'Roe', 'Rote', 'Ruede', 'Fome', 'Robé', 'Rime', 'Rocé', 'Rodé', 'Lomé', 'Mome', 'Roge', 'Romeu', 'Romi', 'Ròse', 'Arome', 'Aromé', 'Brome', 'Bromé', 'Comé', 'Crome', 'Cromé', 'Domé', 'Reme', 'Remé', 'Rimé', 'Roeme', 'Rolé', 'Rompé', 'Roté', 'Roé', 'Róame', 'Róeme', 'Ro me'], 'offsetInContext': 14, 'context': 'Bienvenidos a Rome, donde hablamos de sarcasmobol. No pued...', 'offset': 14, 'errorLength': 4, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Bienvenidos a Rome, donde hablamos de sarcasmobol.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sarcasmo bol'], 'offsetInContext': 38, 'context': 'Bienvenidos a Rome, donde hablamos de sarcasmobol. No puedo esperar. No puedo esperar par...', 'offset': 38, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Bienvenidos a Rome, donde hablamos de sarcasmobol.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sarcasmo bol'], 'offsetInContext': 43, 'context': '...sperar. No puedo esperar para hablar de sarcasmobol porque es tan interesante. Me acompaña ...', 'offset': 101, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'No puedo esperar para hablar de sarcasmobol porque es tan interesante.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sarcasmo bol'], 'offsetInContext': 43, 'context': '... de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh. Gracias por estar aquí Ra...', 'offset': 205, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Brandy', 'Dandi', 'Andi', 'Andy', 'Mandy', 'Rando', 'Sandi', 'Brandi', 'Candi', 'Rand', 'Randa', 'Rands', 'Rand y', 'Gandi'], 'offsetInContext': 43, 'context': '...os de Denver e inventor de sarcasmobol, Randy Marsh. Gracias por estar aquí Randy, es...', 'offset': 218, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Marso', 'Marsa', 'MarSP', 'March'], 'offsetInContext': 43, 'context': '...Denver e inventor de sarcasmobol, Randy Marsh. Gracias por estar aquí Randy, estoy fe...', 'offset': 224, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Brandy', 'Dandi', 'Andi', 'Andy', 'Mandy', 'Rando', 'Sandi', 'Brandi', 'Candi', 'Rand', 'Randa', 'Rands', 'Rand y', 'Gandi'], 'offsetInContext': 43, 'context': '...ol, Randy Marsh. Gracias por estar aquí Randy, estoy feliz de que estés en el program...', 'offset': 254, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Gracias por estar aquí Randy, estoy feliz de que estés en el programa.'})]",7,"Bienvenidos a Roma, donde hablamos de sarcasmo bol. No puedo esperar. No puedo esperar para hablar de sarcasmo bol porque es tan interesante. Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmo bol, Brandy Marso. Gracias por estar aquí Brandy, estoy feliz de que estés en el programa.","['Bienvenidos', 'a', 'Roma', ',', 'donde', 'hablamos', 'de', 'sarcasmo', 'bol', '.', 'No', 'puedo', 'esperar', '.', 'No', 'puedo', 'esperar', 'para', 'hablar', 'de', 'sarcasmo', 'bol', 'porque', 'es', 'tan', 'interesante', '.', 'Me', 'acompaña', 'el', 'entrenador', 'de', 'los', 'Broncos', 'de', 'Denver', 'e', 'inventor', 'de', 'sarcasmo', 'bol', ',', 'Brandy', 'Marso', '.', 'Gracias', 'por', 'estar', 'aquí', 'Brandy', ',', 'estoy', 'feliz', 'de', 'que', 'estés', 'en', 'el', 'programa', '.']","['Bienvenidos', 'a', 'Roma', ',', 'donde', 'hablar', 'de', 'sarcasmo', 'bol', '.', 'no', 'poder', 'esperar', '.', 'no', 'poder', 'esperar', 'para', 'hablar', 'de', 'sarcasmo', 'bol', 'porque', 'ser', 'tanto', 'interesante', '.', 'yo', 'acompañar', 'el', 'entrenador', 'de', 'el', 'Broncos', 'de', 'Denver', 'e', 'inventor', 'de', 'sarcasmo', 'bol', ',', 'Brandy', 'Marso', '.', 'gracias', 'por', 'estar', 'aquí', 'Brandy', ',', 'estar', 'feliz', 'de', 'que', 'estés', 'en', 'el', 'programa', '.']","['PROPN', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'VERB', 'PUNCT', 'ADV', 'AUX', 'VERB', 'ADP', 'VERB', 'ADP', 'NOUN', 'NOUN', 'SCONJ', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'ADV', 'PROPN', 'PUNCT', 'AUX', 'ADJ', 'ADP', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['Bienvenidos a Roma, donde hablamos de sarcasmo bol.', 'No puedo esperar.', 'No puedo esperar para hablar de sarcasmo bol porque es tan interesante.', 'Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmo bol, Brandy Marso.', 'Gracias por estar aquí Brandy, estoy feliz de que estés en el programa.']","['Roma', 'No puedo esperar', 'No puedo esperar para hablar de sarcasmo bol', 'Me acompaña el entrenador de los Broncos', 'Denver', 'Brandy Marso', 'Brandy']",60,40,36,5,7,3,0,0,0,0,0,0,0,0,0,0,0,10,2,2,7,1,4,3,7,0,0,0,donde hablar sarcasmo poder poder esperar hablar sarcasmo porque tanto entrenador sarcasmo estar estar,,,
lana,"Cómo, dónde está?",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿dónde'], 'offsetInContext': 6, 'context': 'Cómo, dónde está?', 'offset': 6, 'errorLength': 5, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Cómo, dónde está?'})]",1,"Cómo, ¿dónde está?","['Cómo', ',', '¿', 'dónde', 'está', '?']","['cómo', ',', '¿', 'dónde', 'estar', '?']","['PRON', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['Cómo, ¿dónde está?']",[],6,6,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,,,
